Box size
0.03125,0.03125
Tile,Morse_node,Box
1212,-1,-0.5625,0.1875,-0.53125,0.21875
1346,-1,-0.96875,0.75,-0.9375,0.78125
3424,-1,0.125,0.75,0.15625,0.78125
4073,-1,0.9375,0.78125,0.96875,0.8125
3811,-1,0.90625,0.28125,0.9375,0.3125
776,-1,-0.4375,-0.5,-0.40625,-0.46875
514,-1,-0.46875,-1.0,-0.4375,-0.96875
1425,-1,-0.75,0.65625,-0.71875,0.6875
1163,-1,-0.65625,0.03125,-0.625,0.0625
3637,-1,0.625,0.21875,0.65625,0.25
4024,-1,0.9375,0.625,0.96875,0.65625
3762,-1,0.90625,0.125,0.9375,0.15625
947,1,-0.09375,-0.34375,-0.0625,-0.3125
1376,-1,-0.875,0.75,-0.84375,0.78125
1114,-1,-0.90625,0.375,-0.875,0.40625
635,0,-0.28125,-0.59375,-0.25,-0.5625
1251,3,-0.59375,0.28125,-0.5625,0.3125
3841,-1,0.5,0.53125,0.53125,0.5625
3975,-1,0.78125,0.59375,0.8125,0.625
1193,-1,-0.5625,0.03125,-0.53125,0.0625
1327,-1,-0.78125,0.59375,-0.75,0.625
1547,1,-0.40625,0.03125,-0.375,0.0625
889,1,-0.3125,-0.09375,-0.28125,-0.0625
4054,-1,0.78125,0.9375,0.8125,0.96875
3792,-1,0.75,0.375,0.78125,0.40625
1851,3,-0.28125,0.65625,-0.25,0.6875
1455,3,-0.53125,0.59375,-0.5,0.625
1406,-1,-0.78125,0.9375,-0.75,0.96875
1144,-1,-0.8125,0.375,-0.78125,0.40625
2189,-1,0.3125,-0.90625,0.34375,-0.875
1793,-1,-0.5,0.53125,-0.46875,0.5625
1710,0,-0.03125,0.0625,0.0,0.09375
4005,-1,0.875,0.59375,0.90625,0.625
1930,3,-0.15625,0.5,-0.125,0.53125
1357,-1,-0.9375,0.84375,-0.90625,0.875
1577,1,-0.3125,0.03125,-0.28125,0.0625
2006,-1,-0.21875,0.9375,-0.1875,0.96875
919,1,-0.21875,-0.28125,-0.1875,-0.25
1747,3,-0.21875,0.40625,-0.1875,0.4375
1174,-1,-0.71875,0.1875,-0.6875,0.21875
2219,-1,0.46875,-0.96875,0.5,-0.9375
1957,-1,-0.125,0.59375,-0.09375,0.625
2523,0,0.34375,-0.09375,0.375,-0.0625
1832,3,-0.3125,0.5,-0.28125,0.53125
2127,0,0.09375,-0.65625,0.125,-0.625
1387,-1,-0.78125,0.78125,-0.75,0.8125
2306,2,0.03125,-0.5,0.0625,-0.46875
2036,-1,-0.125,0.9375,-0.09375,0.96875
1512,-1,-0.5625,0.75,-0.53125,0.78125
1649,3,-0.375,0.40625,-0.34375,0.4375
2474,0,0.46875,-0.5,0.5,-0.46875
2341,1,0.125,-0.40625,0.15625,-0.375
2770,-1,0.78125,-0.625,0.8125,-0.59375
1728,3,-0.25,0.25,-0.21875,0.28125
2553,0,0.4375,-0.09375,0.46875,-0.0625
1466,3,-0.53125,0.625,-0.5,0.65625
2291,0,0.40625,-0.59375,0.4375,-0.5625
1600,3,-0.5,0.25,-0.46875,0.28125
122,-1,-0.78125,-0.625,-0.75,-0.59375
2200,-1,0.3125,-0.875,0.34375,-0.84375
